Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00022167,Y71H2AM.2,0.603314247877254,5.502,4.498,0.001
WBGene00019220,pfd-2,0.603525005773736,20.148,25.898,-0.292
WBGene00017468,F14F9.5,0.603745206388229,26.067,41.709,-0.624
WBGene00016202,kle-2,0.60374939859082,6.937,14.242,-0.843
WBGene00016905,ztf-3,0.604243204068809,11.565,7.609,0.426
WBGene00019321,K02E10.7,0.604243204068809,7.785,9.730,-0.147
WBGene00021554,Y45G5AL.1,0.604243204068809,17.830,29.540,-0.650
WBGene00001643,gly-18,0.604580778515424,8.974,1.063,2.121
WBGene00003583,ndx-6,0.604580778515424,7.522,10.738,-0.333
WBGene00004332,rec-1,0.604580778515424,5.539,3.058,0.449
WBGene00012864,Y45F3A.9,0.604580778515424,6.066,4.337,0.185
WBGene00021460,zwl-1,0.604580778515424,6.781,4.131,0.402
WBGene00009358,F33C8.4,0.606118289460729,34.719,38.783,-0.119
WBGene00008422,D2045.2,0.606134234051855,36.373,46.179,-0.305
WBGene00001602,gln-1,0.606155148160304,5.870,5.251,0.388
WBGene00003087,lsy-2,0.606155148160304,7.593,9.286,-0.112
WBGene00007744,C26D10.3,0.606155148160304,4.849,3.588,0.080
WBGene00008601,F09A5.4,0.606155148160304,117.536,121.013,-0.030
WBGene00014826,R13H4.2,0.606155148160304,117.011,150.946,-0.355
WBGene00018721,polh-1,0.606155148160304,5.820,1.940,0.985
WBGene00020172,thoc-1,0.606155148160304,12.323,10.461,0.105
WBGene00008412,D2030.2,0.606191580456334,71.055,56.379,0.308
WBGene00004855,sma-1,0.606206252490348,26.316,17.665,0.496
WBGene00006515,txdc-9,0.607017732654833,5.865,8.666,-0.336
WBGene00009451,cids-2,0.607017732654833,24.194,19.870,0.213
WBGene00019121,npl-4.2,0.607017732654833,5.130,10.897,-0.830
WBGene00010476,rnf-113,0.607045382121192,11.466,20.403,-0.711
WBGene00013140,mop-25.2,0.607045382121192,33.850,48.492,-0.477
WBGene00012703,nhr-145,0.607784425508182,7.491,3.110,0.866
WBGene00019102,F59C12.3,0.607784425508182,89.302,113.482,-0.330
WBGene00022694,ZK328.4,0.607784425508182,4.304,4.191,0.340
WBGene00011875,T20G5.14,0.607851071910796,39.406,30.728,0.313
WBGene00012528,pap-1,0.607851071910796,54.107,56.763,-0.043
WBGene00000001,aap-1,0.608242570604991,6.821,9.758,-0.319
WBGene00006637,tsp-11,0.608415795542426,63.854,78.982,-0.284
WBGene00006825,unc-96,0.608415795542426,305.757,281.830,0.112
WBGene00007019,mdt-19,0.608415795542426,12.360,9.603,0.221
WBGene00007056,crn-7,0.608415795542426,11.729,8.172,0.355
WBGene00011864,T20F10.2,0.608415795542426,39.794,26.533,0.531
WBGene00015276,C01B7.5,0.608415795542426,6.093,4.937,0.037
WBGene00017657,F21C10.7,0.608415795542426,3193.942,2979.737,0.100
WBGene00020264,acl-8,0.608806894407577,6.357,8.928,-0.279
WBGene00002039,hum-6,0.609059036789728,6.528,3.971,0.393
WBGene00003523,nas-4,0.609059036789728,5.748,2.047,0.916
WBGene00012475,Y18D10A.2,0.609059036789728,5.396,2.580,0.592
WBGene00016374,swd-2.2,0.609059036789728,6.596,3.497,0.553
WBGene00019767,rpa-2,0.609059036789728,17.418,23.878,-0.375
WBGene00019821,R02D3.3,0.60943850829734,31.915,26.454,0.217
WBGene00022045,mrpl-55,0.609656692737806,4.830,10.555,-0.856
WBGene00020090,R119.5,0.609968311144439,27.799,27.747,0.054
WBGene00022119,copa-1,0.610195624389191,93.991,148.902,-0.649
WBGene00018579,acs-16,0.610337293613076,114.712,127.282,-0.137
WBGene00000366,cbp-1,0.610435660359227,299.080,339.342,-0.177
WBGene00003660,nhr-70,0.610512449378862,5.949,3.573,0.380
WBGene00004271,rab-7,0.610512449378862,51.927,41.624,0.285
WBGene00007640,C17D12.7,0.610512449378862,5.843,2.460,0.756
WBGene00016045,spas-1,0.610512449378862,13.802,7.487,0.701
WBGene00017534,F17A9.2,0.610512449378862,3.041,9.835,-1.283
WBGene00020099,R144.11,0.610512449378862,15.228,13.651,0.056
WBGene00195063,Y38C1AA.14,0.610512449378862,4.705,4.110,0.473
WBGene00006365,syg-1,0.610530949306921,139.595,119.666,0.210
WBGene00000529,clh-2,0.610709870057661,18.014,20.800,-0.130
WBGene00001433,fkb-8,0.610709870057661,31.367,35.621,-0.138
WBGene00006918,vha-9,0.610709870057661,18.564,15.099,0.206
WBGene00016566,eri-7,0.610709870057661,10.707,21.688,-0.890
WBGene00009660,F43G6.8,0.610942317127205,31.861,13.179,1.168
WBGene00018356,islo-1,0.610942317127205,69.324,71.547,-0.025
WBGene00008868,F15G9.5,0.611404816251201,20.478,16.943,0.191
WBGene00007772,egrh-1,0.611611024980039,36.121,31.624,0.147
WBGene00000497,chs-2,0.611840415157188,5.119,3.729,0.114
WBGene00002038,hum-5,0.611840415157188,8.116,2.782,1.102
WBGene00006064,sto-2,0.611840415157188,5.059,1.939,0.783
WBGene00007892,C33B4.4,0.611840415157188,1.761,10.792,-1.967
WBGene00012375,mecr-1,0.611840415157188,46.806,41.330,0.145
WBGene00012966,exos-1,0.611840415157188,7.117,6.616,0.295
WBGene00016567,C41D11.9,0.611840415157188,4.201,4.012,0.374
WBGene00018811,pmt-2,0.611840415157188,5.281,3.234,0.319
WBGene00021319,Y34B4A.2,0.611840415157188,2.641,9.645,-1.405
WBGene00022620,rde-8,0.611840415157188,4.864,3.578,0.087
WBGene00003011,lin-25,0.612100232533388,26.203,27.092,0.006
WBGene00000018,abl-1,0.61282104052727,99.678,131.814,-0.389
WBGene00002230,klp-20,0.61282104052727,44.080,36.551,0.231
WBGene00004068,pnk-1,0.61282104052727,3.426,7.966,-0.848
WBGene00006473,tag-124,0.61282104052727,3.759,10.008,-1.072
WBGene00015557,C06G4.1,0.61282104052727,3.702,10.953,-1.220
WBGene00016172,C27H5.2,0.61282104052727,17.811,15.031,0.152
WBGene00016803,bath-42,0.61282104052727,29.327,39.172,-0.369
WBGene00018419,F44E2.6,0.61282104052727,10.459,5.583,0.668
WBGene00020102,R148.3,0.61282104052727,66.703,90.649,-0.421
WBGene00022539,ZC190.5,0.61282104052727,5.273,6.511,-0.054
WBGene00000180,arc-1,0.613319078869764,25.939,31.351,-0.219
WBGene00000227,atm-1,0.613319078869764,4.049,10.392,-1.041
WBGene00000777,cpn-1,0.613319078869764,6.281,2.223,0.963
WBGene00003936,pat-12,0.613319078869764,4.818,4.618,0.333
WBGene00005016,sqt-1,0.613319078869764,4.836,3.413,0.132
WBGene00010370,ctg-1,0.613319078869764,3.541,3.508,0.372
WBGene00004089,ppk-3,0.613865756095517,30.678,28.514,0.056
WBGene00003592,nfi-1,0.614073619101308,34.311,63.259,-0.841
WBGene00000392,cdd-2,0.614301458519665,5.095,3.209,0.276
WBGene00000649,col-73,0.614301458519665,7.503,7.064,0.267
WBGene00001081,dpy-22,0.614301458519665,405.226,371.375,0.122
WBGene00001996,hpl-2,0.614301458519665,10.616,6.865,0.433
WBGene00002169,isw-1,0.614301458519665,37.703,54.174,-0.485
WBGene00003130,map-2,0.614301458519665,117.875,108.657,0.104
WBGene00003471,mtd-1,0.614301458519665,2.032,8.209,-1.437
WBGene00003690,nhr-100,0.614301458519665,30.309,35.756,-0.192
WBGene00003933,pat-9,0.614301458519665,115.800,104.937,0.128
WBGene00004091,pps-1,0.614301458519665,14.442,17.826,-0.207
WBGene00004824,F56B3.4,0.614301458519665,27.281,18.447,0.488
WBGene00006431,tag-52,0.614301458519665,11.703,3.822,1.279
WBGene00006715,ubc-20,0.614301458519665,26.660,28.443,-0.040
WBGene00006936,glp-4,0.614301458519665,157.029,175.627,-0.152
WBGene00006968,yars-2,0.614301458519665,30.350,19.800,0.545
WBGene00007059,vps-52,0.614301458519665,6.817,8.899,-0.187
WBGene00007433,swsn-7,0.614301458519665,83.723,110.521,-0.383
WBGene00007849,tbc-19,0.614301458519665,5.432,2.171,0.777
WBGene00008376,D1054.9,0.614301458519665,9.872,5.527,0.597
WBGene00009004,pfd-6,0.614301458519665,38.183,25.988,0.501
WBGene00011897,scpl-4,0.614301458519665,180.940,206.827,-0.185
WBGene00012551,cec-7,0.614301458519665,3.782,6.616,-0.468
WBGene00013082,grdn-1,0.614301458519665,103.413,86.731,0.237
WBGene00013160,Y53F4B.13,0.614301458519665,34.315,35.471,-0.006
WBGene00013892,ZC434.4,0.614301458519665,10.480,16.640,-0.536
WBGene00014151,vps-15,0.614301458519665,49.311,47.656,0.019
WBGene00016456,C35E7.4,0.614301458519665,5.000,5.840,0.039
WBGene00017053,D2024.5,0.614301458519665,11.586,19.222,-0.611
WBGene00018341,F42A10.5,0.614301458519665,64.376,79.498,-0.282
WBGene00018362,F42G9.1,0.614301458519665,51.770,69.590,-0.399
WBGene00021132,nfyb-1,0.614301458519665,27.802,22.763,0.226
WBGene00022853,ZK1127.6,0.614301458519665,26.709,29.935,-0.111
WBGene00044345,Y48G1C.12,0.614301458519665,4.288,6.797,-0.362
WBGene00077643,trpp-1,0.614301458519665,4.755,3.221,0.172
WBGene00020259,T05E7.3,0.614349290294739,27.864,25.641,0.065
WBGene00022615,ZC449.5,0.614441504205226,5.685,5.726,0.223
WBGene00006594,tom-1,0.614546406705881,20.086,19.079,0.000
WBGene00006833,unc-108,0.614546406705881,58.402,54.920,0.063
WBGene00003800,npp-14,0.61493073199661,84.299,118.127,-0.470
WBGene00007237,C01G10.10,0.61493073199661,3.959,8.107,-0.709
WBGene00015147,B0336.7,0.61493073199661,10.352,22.331,-0.976
WBGene00022367,Y92H12BM.1,0.61493073199661,8.502,7.939,0.259
WBGene00003001,lin-12,0.616056329753066,5.307,3.116,0.367
WBGene00016171,C27F2.10,0.616056329753066,3.646,2.146,0.213
WBGene00015866,C16E9.2,0.61616116826052,3.888,6.380,-0.384
WBGene00019513,K08A2.4,0.61616116826052,3.839,7.099,-0.553
WBGene00015525,rha-2,0.616197431347922,55.948,80.895,-0.506
WBGene00016977,akap-1,0.616197431347922,285.917,388.415,-0.437
WBGene00009260,calm-1,0.61647305204704,28.680,22.951,0.260
WBGene00002002,hsb-1,0.616583507974159,29.369,23.359,0.270
WBGene00019467,K07B1.7,0.616583507974159,32.821,43.951,-0.378
WBGene00006771,tln-1,0.616755852081112,992.207,941.739,0.074
WBGene00019332,K02F3.9,0.616755852081112,163.027,221.063,-0.431
WBGene00011589,T07F10.3,0.616806698998507,1.519,6.584,-1.386
WBGene00020852,nhr-228,0.616806698998507,5.982,5.396,0.372
WBGene00013730,sql-1,0.617539135281567,156.381,159.087,-0.016
WBGene00003844,odc-1,0.618157731095347,6.066,5.161,0.453
WBGene00003882,orc-2,0.618157731095347,2.865,5.495,-0.508
WBGene00009848,F48F5.6,0.618157731095347,37.402,23.887,0.588
WBGene00017676,F21F3.7,0.618157731095347,2.076,9.235,-1.586
WBGene00000064,act-2,0.618348095207738,29.280,36.565,-0.272
WBGene00001033,dnj-15,0.618348095207738,10.263,9.563,0.236
WBGene00009139,F25H9.7,0.618348095207738,9.641,7.536,0.176
WBGene00014060,ZK673.4,0.618348095207738,5.548,2.619,0.616
WBGene00015132,B0303.14,0.618348095207738,5.238,2.777,0.472
WBGene00018897,F55F8.9,0.618348095207738,17.985,24.001,-0.338
WBGene00006944,wrn-1,0.619176735261439,16.640,16.771,0.073
WBGene00010877,lact-4,0.619176735261439,430.366,383.861,0.161
WBGene00013678,Y105E8A.20,0.619176735261439,38.576,50.089,-0.340
WBGene00014112,ZK856.11,0.619176735261439,19.081,13.879,0.359
WBGene00018014,F33G12.2,0.619176735261439,2.999,5.596,-0.484
WBGene00000507,cit-1.1,0.619388607862404,23.739,24.389,0.021
WBGene00018872,F55C12.5,0.619987125735615,57.084,78.582,-0.436
WBGene00006477,chup-1,0.620052353931875,3.362,4.892,-0.165
WBGene00010941,gss-1,0.620052353931875,10.471,16.862,-0.556
WBGene00015347,cids-1,0.620052353931875,3.534,6.667,-0.557
WBGene00019162,eif-1.A,0.620052353931875,88.661,110.021,-0.295
WBGene00219451,F52D2.12,0.620052353931875,1.938,9.898,-1.752
WBGene00022273,Y73E7A.6,0.620334331737963,3.503,6.642,-0.561
WBGene00022077,vamp-7,0.620984663625744,20.457,12.578,0.591
WBGene00000268,bre-3,0.621061196536378,57.993,69.548,-0.237
WBGene00001000,dim-1,0.621061196536378,2972.373,2720.334,0.127
WBGene00002637,let-418,0.621061196536378,149.472,156.399,-0.056
WBGene00007901,C33D9.8,0.621061196536378,3.772,5.124,-0.103
WBGene00018848,F55A3.2,0.621061196536378,19.720,26.362,-0.347
WBGene00022518,zfh-2,0.621061196536378,3.647,2.884,0.689
WBGene00022629,ZC513.5,0.621061196536378,4.982,3.066,0.293
WBGene00077526,C25A1.16,0.621061196536378,27.878,49.911,-0.789
WBGene00010550,K04B12.2,0.621065811397606,30.726,34.054,-0.102
WBGene00004502,rpt-2,0.622157395046732,85.316,92.641,-0.102
WBGene00011970,rlbp-1,0.622648703922791,13.066,13.950,0.012
WBGene00012999,rpoa-1,0.622661548447434,117.160,158.093,-0.420
WBGene00002275,lem-2,0.622823868625148,1.092,7.525,-1.847
WBGene00021470,tpxl-1,0.622823868625148,2.320,6.036,-0.862
WBGene00017888,acl-11,0.622957409596297,12.972,17.644,-0.337
WBGene00011250,R11H6.2,0.623294568661079,27.936,39.071,-0.433
WBGene00019466,tos-1,0.623323954166874,1098.061,980.087,0.163
WBGene00018161,F38A5.2,0.623943237897118,31.800,28.919,0.088
WBGene00004888,smo-1,0.624403593408716,28.353,41.129,-0.487
WBGene00003053,lmp-1,0.624573188980216,71.045,91.217,-0.340
WBGene00004803,sir-2.4,0.625525695713453,6.001,2.349,0.841
WBGene00015104,B0280.9,0.625532038985797,9.032,27.918,-1.477
WBGene00021757,taco-1,0.625532038985797,35.716,30.948,0.161
WBGene00021829,mrpl-17,0.625532038985797,10.237,18.763,-0.740
WBGene00004781,set-1,0.626129343927797,10.116,16.647,-0.583
WBGene00011043,rbm-28,0.626277637821972,29.386,39.518,-0.379
WBGene00004438,rpl-25.1,0.626536902596454,540.006,647.962,-0.260
WBGene00007476,C09E9.1,0.626536902596454,2.832,6.781,-0.823
WBGene00013024,cept-2,0.626536902596454,3.254,5.220,-0.295
WBGene00004464,rpn-8,0.627402962031056,39.110,31.459,0.269
WBGene00021344,Y37B11A.2,0.627840687800931,9.287,14.821,-0.527
WBGene00007983,C36E8.4,0.628367666199859,12.682,10.289,0.168
WBGene00010579,K05C4.2,0.628377009554955,49.477,78.939,-0.645
WBGene00022569,ZC239.6,0.62839987492678,22.963,15.505,0.476
WBGene00002229,klp-19,0.628649556875201,3.720,4.968,-0.074
WBGene00017269,F08F8.4,0.628649556875201,1.277,6.123,-1.427
WBGene00019863,R04A9.3,0.629480031925464,23.340,27.593,-0.181
WBGene00007144,B0334.4,0.629677814199302,4.303,2.869,0.153
WBGene00008177,C48D1.1,0.629677814199302,11.355,6.038,0.690
WBGene00009114,F25D7.5,0.629677814199302,2.408,2.348,0.537
WBGene00013315,Y57G11C.20,0.629677814199302,4.635,3.181,0.149
WBGene00018675,F52C9.5,0.629677814199302,4.503,2.796,0.246
WBGene00020112,pfd-5,0.630130766890738,36.421,49.959,-0.417
WBGene00019327,zip-2,0.630377206816598,81.567,104.557,-0.341
WBGene00010303,cri-3,0.630411734937824,186.850,220.128,-0.229
WBGene00018998,flap-1,0.630411734937824,42.063,42.410,0.022
WBGene00013680,rpom-1,0.630954504671068,122.909,138.437,-0.160
WBGene00010776,pix-1,0.631400865840555,40.040,41.078,-0.001
WBGene00006680,twk-28,0.631609876553466,47.713,59.089,-0.279
WBGene00001248,elp-1,0.632040858312004,60.183,50.406,0.227
WBGene00020106,R151.1,0.632350609279048,181.087,218.960,-0.266
WBGene00009851,F48F7.6,0.632776124237459,21.495,16.143,0.326
WBGene00011636,cec-3,0.632776124237459,17.502,14.955,0.134
WBGene00015973,C18E3.4,0.632776124237459,2.939,8.261,-1.069
WBGene00016614,trpp-12,0.632776124237459,2.882,6.102,-0.653
WBGene00019892,R05F9.9,0.632776124237459,10.414,12.845,-0.170
WBGene00021185,Y9C12A.1,0.632776124237459,1.313,4.459,-0.947
WBGene00018017,golg-2,0.632791974063112,44.152,75.236,-0.737
WBGene00007927,C34C12.8,0.633140580210132,30.149,29.384,0.084
WBGene00021316,Y32H12A.8,0.633202004013582,231.499,263.150,-0.179
WBGene00004308,rap-2,0.633859176511307,18.826,15.842,0.161
WBGene00010629,K07C5.6,0.633921826266635,43.724,36.599,0.218
WBGene00011071,R06F6.8,0.6340797305226,61.007,53.324,0.167
WBGene00001018,dnc-2,0.634261945618982,41.797,41.890,0.031
WBGene00022816,fbn-1,0.634261945618982,6.763,0.795,1.914
WBGene00000940,dcs-1,0.634563002292581,8.899,12.181,-0.299
WBGene00006808,unc-76,0.634563002292581,68.360,56.730,0.244
WBGene00006922,vhl-1,0.634563002292581,2.187,6.016,-0.917
WBGene00008476,E03H4.8,0.634563002292581,3.618,4.771,-0.047
WBGene00013243,Y56A3A.31,0.634563002292581,10.260,13.184,-0.228
WBGene00017768,F25B4.5,0.634563002292581,56.809,61.681,-0.094
WBGene00019543,cif-1,0.634563002292581,125.030,146.672,-0.219
WBGene00023450,T12D8.10,0.634563002292581,2.998,5.210,-0.382
WBGene00195142,M110.10,0.634563002292581,2.519,7.029,-0.998
WBGene00001948,hlh-1,0.634619132716691,54.395,52.914,0.013
WBGene00003064,lpd-8,0.634619132716691,17.523,13.290,0.294
WBGene00003177,mec-15,0.634619132716691,9.275,13.702,-0.415
WBGene00001187,egl-19,0.634676213840448,584.646,571.452,0.030
WBGene00018482,F45F2.10,0.634676213840448,112.581,101.862,0.130
WBGene00022830,ZK973.1,0.634676213840448,9.789,6.096,0.464
WBGene00008963,F19H8.2,0.635237415924468,15.386,9.741,0.519
WBGene00020246,clic-1,0.635821481180341,62.876,77.760,-0.284
WBGene00007576,dph-1,0.63587719203095,13.182,16.797,-0.244
WBGene00013596,nyn-2,0.636325560966906,8.978,13.489,-0.435
WBGene00015405,C03H5.3,0.636325560966906,13.150,13.951,0.020
WBGene00002044,hyl-2,0.637593973549926,15.982,11.016,0.411
WBGene00002148,gon-14,0.63765106333639,35.675,35.670,0.040
WBGene00018750,F53C3.6,0.638211805410065,9.191,15.921,-0.644
WBGene00000897,daf-1,0.638476182892814,16.842,30.574,-0.777
WBGene00006566,tgt-1,0.638531175527333,26.426,25.452,0.108
WBGene00018827,pst-2,0.638574968305035,12.324,16.638,-0.320
WBGene00001096,dsc-1,0.638936540830859,4.473,1.034,1.137
WBGene00004954,spd-3,0.638936540830859,9.010,15.188,-0.602
WBGene00009731,exo-1,0.638936540830859,2.486,1.928,0.854
WBGene00003482,mua-3,0.639063879310572,10.324,7.622,0.260
WBGene00012259,sulp-7,0.639063879310572,48.768,29.598,0.672
WBGene00014021,svop-1,0.639063879310572,32.616,26.194,0.262
WBGene00016608,cogc-5,0.639063879310572,13.380,14.275,0.011
WBGene00017087,E01A2.5,0.639063879310572,6.350,10.566,-0.524
WBGene00021738,Y50D4A.4,0.639063879310572,13.976,10.259,0.312
WBGene00016492,C37A2.6,0.639377125663285,2.030,4.227,-0.480
WBGene00015868,C16H3.3,0.639960961308789,106.785,111.792,-0.053
WBGene00001598,glh-1,0.640860848467052,8.642,13.536,-0.489
WBGene00016443,C35D10.6,0.640860848467052,7.479,11.541,-0.445
WBGene00007529,C11H1.3,0.640870017039104,18.432,25.165,-0.373
WBGene00018181,F38E1.9,0.641103735398315,22.858,22.068,0.113
WBGene00015942,osta-2,0.641200864339217,49.375,56.598,-0.168
WBGene00015941,C18A3.3,0.641659897070452,30.834,65.287,-1.036
WBGene00021901,tag-262,0.641983710131085,11.259,25.741,-1.070
WBGene00003546,nas-28,0.642258378526157,8.344,3.449,0.907
WBGene00002245,lag-1,0.642418329760423,17.433,22.039,-0.258
WBGene00022280,Y74C10AL.2,0.642418329760423,20.980,24.230,-0.141
WBGene00022831,cec-10,0.642418329760423,19.349,29.669,-0.544
WBGene00003158,mcm-6,0.642479896862284,2.309,6.188,-0.903
WBGene00017796,F25G6.1,0.642479896862284,2.814,5.546,-0.540
WBGene00010481,K01G5.10,0.643339636390147,5.598,11.659,-0.821
WBGene00022296,xpc-1,0.643417319008,68.913,73.201,-0.066
WBGene00020012,R11G1.6,0.643430026292745,970.706,921.831,0.073
WBGene00007588,C14C10.5,0.644257024864443,92.350,143.769,-0.623
WBGene00022762,ZK546.5,0.644257024864443,7.799,13.678,-0.636
WBGene00006359,swp-1,0.644682492763437,73.757,107.291,-0.521
WBGene00010833,M03B6.1,0.644682492763437,4.561,1.905,0.651
WBGene00017310,F09G2.1,0.644682492763437,2.738,1.867,1.002
WBGene00020110,hsp-75,0.644682492763437,145.197,163.965,-0.165
WBGene00013925,ZK20.4,0.64581631178242,29.661,23.112,0.299
WBGene00004505,rpt-5,0.645926090528454,59.636,62.398,-0.041
WBGene00013122,impt-1,0.645926090528454,1.980,5.098,-0.775
WBGene00020498,T14B4.1,0.645926090528454,31.722,56.740,-0.794
WBGene00022857,ZK1127.12,0.645926090528454,1.945,4.773,-0.697
WBGene00045063,Y37A1A.4,0.645926090528454,1.065,5.337,-1.370
WBGene00014123,elpc-3,0.646224421990935,22.605,34.905,-0.564
WBGene00008034,C39E9.11,0.647559443897985,15.563,20.528,-0.310
WBGene00011441,T04F8.2,0.647559443897985,23.791,34.338,-0.470
WBGene00013694,Y106G6A.1,0.647697462895082,21.132,20.527,0.109
WBGene00000882,cyn-6,0.648595765439966,7.377,12.304,-0.555
WBGene00000765,coq-5,0.649232881701268,24.902,28.533,-0.140
WBGene00012465,Y17G7B.12,0.649786664315222,6.202,11.510,-0.676
WBGene00016617,C43H6.4,0.649786664315222,8.803,10.706,-0.127
WBGene00044609,tbcc-1,0.649786664315222,13.322,12.428,0.205
WBGene00000886,cyn-10,0.650691521735106,2.153,3.035,0.055
WBGene00013538,tag-349,0.650976705035057,6.446,9.812,-0.398
WBGene00007195,B0513.2,0.651592527302457,11.296,9.729,0.074
WBGene00011908,pash-1,0.651592527302457,13.774,9.123,0.444
WBGene00018793,mrpl-40,0.652372909463358,25.435,18.561,0.379
WBGene00015002,B0034.1,0.652809288968279,5.015,1.766,0.859
WBGene00019087,F59A6.5,0.652809288968279,3.612,1.943,0.296
WBGene00002147,ire-1,0.652957318165486,41.108,37.181,0.107
WBGene00003133,mat-2,0.652957318165486,26.113,20.311,0.293
WBGene00010582,K05C4.5,0.652957318165486,29.945,46.087,-0.575
WBGene00015540,sams-4,0.652957318165486,11.901,20.248,-0.650
WBGene00011680,T10B10.3,0.654846242433837,30.266,24.975,0.221
WBGene00015092,mrpl-47,0.654846242433837,43.564,35.964,0.237
WBGene00007704,mdt-21,0.655523443012651,2.310,3.142,0.075
WBGene00020096,R144.6,0.655523443012651,7.062,9.530,-0.241
WBGene00011268,pde-12,0.656051525520066,10.203,17.863,-0.673
WBGene00013934,ZK131.11,0.656051525520066,40.699,55.194,-0.404
